,ano,mes,id_categoria,id_categoria_bd,categoria,peso_mensal,variacao_mensal,variacao_anual,variacao_doze_meses
24,2020,6,11,1.1.00.000,Alimentação no domicílio,14.0788,0.45,4.75,
25,2020,4,11,1.1.00.000,Alimentação no domicílio,13.6323,2.24,3.94,
26,2020,2,11,1.1.00.000,Alimentação no domicílio,13.4791,0.06,0.26,
27,2020,8,11,1.1.00.000,Alimentação no domicílio,14.0739,1.15,6.1,
28,2020,7,11,1.1.00.000,Alimentação no domicílio,14.1072,0.14,4.89,
29,2020,5,11,1.1.00.000,Alimentação no domicílio,13.9796,0.33,4.28,
30,2020,9,11,1.1.00.000,Alimentação no domicílio,14.203,2.89,9.17,
31,2020,1,11,1.1.00.000,Alimentação no domicílio,13.4813,0.2,0.2,
32,2020,10,11,1.1.00.000,Alimentação no domicílio,14.5185,2.57,11.97,
33,2020,11,11,1.1.00.000,Alimentação no domicílio,14.764,3.33,15.7,
34,2020,12,11,1.1.00.000,Alimentação no domicílio,15.121,2.12,18.15,18.15
35,2020,3,11,1.1.00.000,Alimentação no domicílio,13.454,1.4,1.66,
36,2020,10,1101,1.1.01.000,Cereais. leguminosas e oleaginosas,0.9169,9.92,47.56,
37,2020,9,1101,1.1.01.000,Cereais. leguminosas e oleaginosas,0.8176,12.93,34.24,
38,2020,3,1101,1.1.01.000,Cereais. leguminosas e oleaginosas,0.6962,1.19,2.18,
39,2020,6,1101,1.1.01.000,Cereais. leguminosas e oleaginosas,0.7858,3.54,17.33,
40,2020,12,1101,1.1.01.000,Cereais. leguminosas e oleaginosas,1.0392,3.61,60.42,60.42
41,2020,5,1101,1.1.01.000,Cereais. leguminosas e oleaginosas,0.755,3.7,13.32,
42,2020,11,1101,1.1.01.000,Cereais. leguminosas e oleaginosas,0.9992,4.93,54.84,
43,2020,2,1101,1.1.01.000,Cereais. leguminosas e oleaginosas,0.6964,0.22,0.97,
44,2020,7,1101,1.1.01.000,Cereais. leguminosas e oleaginosas,0.8119,0.4,17.8,
45,2020,1,1101,1.1.01.000,Cereais. leguminosas e oleaginosas,0.6927,0.75,0.75,
46,2020,4,1101,1.1.01.000,Cereais. leguminosas e oleaginosas,0.7039,6.95,9.27,
47,2020,8,1101,1.1.01.000,Cereais. leguminosas e oleaginosas,0.812,0.91,18.87,
48,2020,4,1101002,1.1.01.002,Arroz,0.4915,3.88,8.0,
49,2020,11,1101002,1.1.01.002,Arroz,0.7412,6.28,69.5,
50,2020,1,1101002,1.1.01.002,Arroz,0.4753,1.31,1.31,
51,2020,8,1101002,1.1.01.002,Arroz,0.5474,3.08,19.25,
52,2020,9,1101002,1.1.01.002,Arroz,0.563,17.98,40.69,
53,2020,3,1101002,1.1.01.002,Arroz,0.4842,1.6,3.96,
54,2020,12,1101002,1.1.01.002,Arroz,0.7806,3.84,76.01,76.01
55,2020,2,1101002,1.1.01.002,Arroz,0.4806,1.0,2.33,
56,2020,5,1101002,1.1.01.002,Arroz,0.5121,2.01,10.17,
57,2020,6,1101002,1.1.01.002,Arroz,0.5244,2.74,13.19,
58,2020,7,1101002,1.1.01.002,Arroz,0.5377,2.2,15.69,
59,2020,10,1101002,1.1.01.002,Arroz,0.6596,13.36,59.48,
60,2020,8,1101051,1.1.01.051,Feijão - mulatinho,0.0155,-1.39,32.59,
61,2020,12,1101051,1.1.01.051,Feijão - mulatinho,0.0149,-1.03,31.23,31.23
62,2020,6,1101051,1.1.01.051,Feijão - mulatinho,0.0145,7.1,33.45,
63,2020,3,1101051,1.1.01.051,Feijão - mulatinho,0.0116,5.86,6.49,
64,2020,1,1101051,1.1.01.051,Feijão - mulatinho,0.0116,4.5,4.5,
65,2020,10,1101051,1.1.01.051,Feijão - mulatinho,0.0146,3.1,32.28,
66,2020,4,1101051,1.1.01.051,Feijão - mulatinho,0.0123,15.34,22.83,
67,2020,9,1101051,1.1.01.051,Feijão - mulatinho,0.0152,-3.24,28.3,
68,2020,11,1101051,1.1.01.051,Feijão - mulatinho,0.015,0.25,32.6,
69,2020,2,1101051,1.1.01.051,Feijão - mulatinho,0.0121,-3.73,0.6,
70,2020,7,1101051,1.1.01.051,Feijão - mulatinho,0.0154,0.76,34.46,
71,2020,5,1101051,1.1.01.051,Feijão - mulatinho,0.0142,1.44,24.6,
72,2020,10,1101052,1.1.01.052,Feijão - preto,0.0647,2.41,37.71,
73,2020,1,1101052,1.1.01.052,Feijão - preto,0.0486,-2.68,-2.68,
74,2020,6,1101052,1.1.01.052,Feijão - preto,0.0583,6.75,27.92,
75,2020,4,1101052,1.1.01.052,Feijão - preto,0.049,10.41,11.53,
76,2020,2,1101052,1.1.01.052,Feijão - preto,0.0473,2.52,-0.23,
77,2020,7,1101052,1.1.01.052,Feijão - preto,0.0622,1.25,29.51,
78,2020,9,1101052,1.1.01.052,Feijão - preto,0.0625,4.31,34.47,
79,2020,3,1101052,1.1.01.052,Feijão - preto,0.0484,1.24,1.01,
80,2020,12,1101052,1.1.01.052,Feijão - preto,0.0668,3.29,45.38,45.38
81,2020,11,1101052,1.1.01.052,Feijão - preto,0.0658,2.2,40.75,
82,2020,5,1101052,1.1.01.052,Feijão - preto,0.0541,7.44,19.83,
83,2020,8,1101052,1.1.01.052,Feijão - preto,0.0628,-0.45,28.92,
84,2020,11,1101053,1.1.01.053,Feijão - macáçar (fradinho),0.0185,0.93,59.97,
85,2020,7,1101053,1.1.01.053,Feijão - macáçar (fradinho),0.0153,3.77,32.93,
86,2020,3,1101053,1.1.01.053,Feijão - macáçar (fradinho),0.0129,6.52,14.95,
87,2020,2,1101053,1.1.01.053,Feijão - macáçar (fradinho),0.0127,2.39,7.91,
88,2020,12,1101053,1.1.01.053,Feijão - macáçar (fradinho),0.0185,5.07,68.08,68.08
89,2020,9,1101053,1.1.01.053,Feijão - macáçar (fradinho),0.0161,15.73,57.29,
90,2020,4,1101053,1.1.01.053,Feijão - macáçar (fradinho),0.0137,5.55,21.33,
91,2020,8,1101053,1.1.01.053,Feijão - macáçar (fradinho),0.0158,2.24,35.91,
92,2020,1,1101053,1.1.01.053,Feijão - macáçar (fradinho),0.0121,5.39,5.39,
93,2020,5,1101053,1.1.01.053,Feijão - macáçar (fradinho),0.0145,2.62,24.51,
94,2020,6,1101053,1.1.01.053,Feijão - macáçar (fradinho),0.0149,2.88,28.1,
95,2020,10,1101053,1.1.01.053,Feijão - macáçar (fradinho),0.0185,0.76,58.49,
96,2020,3,1101073,1.1.01.073,Feijão - carioca (rajado),0.1287,-1.29,-5.35,
97,2020,10,1101073,1.1.01.073,Feijão - carioca (rajado),0.1486,0.38,12.08,
98,2020,5,1101073,1.1.01.073,Feijão - carioca (rajado),0.1495,8.66,20.63,
99,2020,6,1101073,1.1.01.073,Feijão - carioca (rajado),0.163,4.96,26.62,
100,2020,11,1101073,1.1.01.073,Feijão - carioca (rajado),0.1478,0.81,12.99,
101,2020,12,1101073,1.1.01.073,Feijão - carioca (rajado),0.1476,2.86,16.23,16.23
102,2020,2,1101073,1.1.01.073,Feijão - carioca (rajado),0.1337,-3.44,-4.11,
103,2020,4,1101073,1.1.01.073,Feijão - carioca (rajado),0.127,17.29,11.01,
104,2020,1,1101073,1.1.01.073,Feijão - carioca (rajado),0.135,-0.7,-0.7,
105,2020,9,1101073,1.1.01.073,Feijão - carioca (rajado),0.1501,-0.41,11.66,
106,2020,7,1101073,1.1.01.073,Feijão - carioca (rajado),0.1706,-5.95,19.09,
107,2020,8,1101073,1.1.01.073,Feijão - carioca (rajado),0.1599,-5.85,12.12,
108,2020,7,1101079,1.1.01.079,Milho (em grão),0.0107,0.74,6.67,
109,2020,10,1101079,1.1.01.079,Milho (em grão),0.0109,1.34,11.67,
110,2020,11,1101079,1.1.01.079,Milho (em grão),0.011,-0.96,10.59,
111,2020,1,1101079,1.1.01.079,Milho (em grão),0.01,0.2,0.2,
112,2020,5,1101079,1.1.01.079,Milho (em grão),0.0106,0.74,5.88,
113,2020,8,1101079,1.1.01.079,Milho (em grão),0.0107,-0.06,6.61,
114,2020,9,1101079,1.1.01.079,Milho (em grão),0.0107,3.35,10.18,
115,2020,6,1101079,1.1.01.079,Milho (em grão),0.0107,0.0,5.89,
116,2020,2,1101079,1.1.01.079,Milho (em grão),0.01,2.94,3.14,
117,2020,4,1101079,1.1.01.079,Milho (em grão),0.0104,1.01,5.11,
118,2020,3,1101079,1.1.01.079,Milho (em grão),0.0103,0.88,4.06,
119,2020,12,1101079,1.1.01.079,Milho (em grão),0.0108,2.69,13.56,13.56
120,2020,10,1102,1.1.02.000,Farinhas. féculas e massas,0.4664,-0.28,4.93,
121,2020,3,1102,1.1.02.000,Farinhas. féculas e massas,0.4544,0.7,2.29,
122,2020,6,1102,1.1.02.000,Farinhas. féculas e massas,0.4686,0.8,4.96,
123,2020,1,1102,1.1.02.000,Farinhas. féculas e massas,0.4494,0.9,0.9,
124,2020,2,1102,1.1.02.000,Farinhas. féculas e massas,0.4525,0.67,1.58,
125,2020,5,1102,1.1.02.000,Farinhas. féculas e massas,0.4649,0.4,4.13,
126,2020,9,1102,1.1.02.000,Farinhas. féculas e massas,0.4647,1.04,5.23,
127,2020,12,1102,1.1.02.000,Farinhas. féculas e massas,0.4608,1.44,7.29,7.29
128,2020,8,1102,1.1.02.000,Farinhas. féculas e massas,0.4682,-0.53,4.15,
129,2020,11,1102,1.1.02.000,Farinhas. féculas e massas,0.4611,0.8,5.77,
130,2020,7,1102,1.1.02.000,Farinhas. féculas e massas,0.4711,-0.24,4.7,
131,2020,4,1102,1.1.02.000,Farinhas. féculas e massas,0.4572,1.39,3.71,
132,2020,4,1102001,1.1.02.001,Farinha de arroz,0.0028,0.39,1.59,
133,2020,5,1102001,1.1.02.001,Farinha de arroz,0.0028,0.34,1.94,
134,2020,8,1102001,1.1.02.001,Farinha de arroz,0.0027,0.29,1.72,
135,2020,11,1102001,1.1.02.001,Farinha de arroz,0.0028,1.44,6.2,
136,2020,12,1102001,1.1.02.001,Farinha de arroz,0.0028,-0.25,5.93,5.93
137,2020,10,1102001,1.1.02.001,Farinha de arroz,0.0027,2.4,4.7,
138,2020,6,1102001,1.1.02.001,Farinha de arroz,0.0028,0.12,2.06,
139,2020,9,1102001,1.1.02.001,Farinha de arroz,0.0027,0.51,2.24,
140,2020,2,1102001,1.1.02.001,Farinha de arroz,0.0028,-4.62,-3.43,
141,2020,7,1102001,1.1.02.001,Farinha de arroz,0.0028,-0.62,1.43,
142,2020,1,1102001,1.1.02.001,Farinha de arroz,0.0028,1.25,1.25,
143,2020,3,1102001,1.1.02.001,Farinha de arroz,0.0026,4.78,1.19,
144,2020,8,1102006,1.1.02.006,Macarrão,0.1465,-0.44,0.0,
145,2020,6,1102006,1.1.02.006,Macarrão,0.1477,0.67,1.28,
146,2020,11,1102006,1.1.02.006,Macarrão,0.1442,1.14,1.66,
147,2020,2,1102006,1.1.02.006,Macarrão,0.1461,-0.49,-0.67,
148,2020,5,1102006,1.1.02.006,Macarrão,0.147,0.12,0.61,
149,2020,4,1102006,1.1.02.006,Macarrão,0.1449,1.14,0.48,
150,2020,9,1102006,1.1.02.006,Macarrão,0.1456,0.32,0.32,
151,2020,10,1102006,1.1.02.006,Macarrão,0.1451,0.19,0.52,
152,2020,7,1102006,1.1.02.006,Macarrão,0.1483,-0.83,0.44,
153,2020,3,1102006,1.1.02.006,Macarrão,0.145,0.02,-0.65,
154,2020,1,1102006,1.1.02.006,Macarrão,0.1467,-0.18,-0.18,
155,2020,12,1102006,1.1.02.006,Macarrão,0.1445,0.62,2.29,2.29
156,2020,3,1102008,1.1.02.008,Fubá de milho,0.008,1.47,3.07,
157,2020,5,1102008,1.1.02.008,Fubá de milho,0.0081,2.33,5.95,
158,2020,4,1102008,1.1.02.008,Fubá de milho,0.0081,0.45,3.54,
159,2020,11,1102008,1.1.02.008,Fubá de milho,0.0084,0.69,10.65,
160,2020,7,1102008,1.1.02.008,Fubá de milho,0.0084,2.92,9.71,
161,2020,1,1102008,1.1.02.008,Fubá de milho,0.0079,0.43,0.43,
162,2020,2,1102008,1.1.02.008,Fubá de milho,0.0079,1.14,1.58,
163,2020,6,1102008,1.1.02.008,Fubá de milho,0.0084,0.61,6.6,
164,2020,10,1102008,1.1.02.008,Fubá de milho,0.0084,0.86,9.9,
165,2020,12,1102008,1.1.02.008,Fubá de milho,0.0084,0.12,10.78,10.78
166,2020,8,1102008,1.1.02.008,Fubá de milho,0.0086,-1.46,8.1,
167,2020,9,1102008,1.1.02.008,Fubá de milho,0.0085,0.79,8.96,
168,2020,3,1102010,1.1.02.010,Flocos de milho,0.01,1.14,0.12,
169,2020,9,1102010,1.1.02.010,Flocos de milho,0.0101,4.39,5.01,
170,2020,12,1102010,1.1.02.010,Flocos de milho,0.01,0.57,2.6,2.6
171,2020,6,1102010,1.1.02.010,Flocos de milho,0.0102,-0.59,-0.45,
172,2020,11,1102010,1.1.02.010,Flocos de milho,0.0103,-2.02,2.02,
173,2020,10,1102010,1.1.02.010,Flocos de milho,0.0104,-0.84,4.12,
174,2020,7,1102010,1.1.02.010,Flocos de milho,0.0101,-1.58,-2.02,
175,2020,1,1102010,1.1.02.010,Flocos de milho,0.0102,-0.03,-0.03,
176,2020,8,1102010,1.1.02.010,Flocos de milho,0.0099,2.67,0.6,
177,2020,5,1102010,1.1.02.010,Flocos de milho,0.0101,-0.13,0.14,
178,2020,2,1102010,1.1.02.010,Flocos de milho,0.0101,-0.98,-1.02,
179,2020,4,1102010,1.1.02.010,Flocos de milho,0.0101,0.15,0.27,
180,2020,7,1102012,1.1.02.012,Farinha de trigo,0.0508,1.05,11.77,
181,2020,11,1102012,1.1.02.012,Farinha de trigo,0.0509,0.7,13.81,
182,2020,2,1102012,1.1.02.012,Farinha de trigo,0.046,-0.52,-0.22,
183,2020,9,1102012,1.1.02.012,Farinha de trigo,0.0512,1.93,14.22,
184,2020,1,1102012,1.1.02.012,Farinha de trigo,0.0459,0.3,0.3,
185,2020,12,1102012,1.1.02.012,Farinha de trigo,0.0507,1.01,14.96,14.96
186,2020,5,1102012,1.1.02.012,Farinha de trigo,0.0487,1.88,8.12,
187,2020,4,1102012,1.1.02.012,Farinha de trigo,0.0463,4.76,6.13,
188,2020,6,1102012,1.1.02.012,Farinha de trigo,0.0499,2.3,10.61,
189,2020,10,1102012,1.1.02.012,Farinha de trigo,0.0518,-1.05,13.02,
190,2020,8,1102012,1.1.02.012,Farinha de trigo,0.0512,0.25,12.05,
191,2020,3,1102012,1.1.02.012,Farinha de trigo,0.0456,1.54,1.31,
192,2020,2,1102023,1.1.02.023,Farinha de mandioca,0.0944,3.95,6.57,
193,2020,10,1102023,1.1.02.023,Farinha de mandioca,0.1007,-1.33,9.34,
194,2020,4,1102023,1.1.02.023,Farinha de mandioca,0.0991,1.53,9.69,
195,2020,8,1102023,1.1.02.023,Farinha de mandioca,0.1026,-1.66,10.06,
196,2020,12,1102023,1.1.02.023,Farinha de mandioca,0.0988,0.8,11.52,11.52
197,2020,7,1102023,1.1.02.023,Farinha de mandioca,0.1031,0.05,11.92,
198,2020,11,1102023,1.1.02.023,Farinha de mandioca,0.0984,1.19,10.64,
199,2020,6,1102023,1.1.02.023,Farinha de mandioca,0.1016,1.58,11.86,
200,2020,3,1102023,1.1.02.023,Farinha de mandioca,0.0978,1.38,8.03,
201,2020,1,1102023,1.1.02.023,Farinha de mandioca,0.0923,2.51,2.51,
202,2020,9,1102023,1.1.02.023,Farinha de mandioca,0.1007,0.67,10.81,
203,2020,5,1102023,1.1.02.023,Farinha de mandioca,0.1008,0.4,10.12,
204,2020,7,1102029,1.1.02.029,Massa semipreparada,0.1199,-0.56,2.27,
205,2020,11,1102029,1.1.02.029,Massa semipreparada,0.1182,0.52,3.93,
206,2020,12,1102029,1.1.02.029,Massa semipreparada,0.1177,3.55,7.62,7.62
207,2020,5,1102029,1.1.02.029,Massa semipreparada,0.1202,0.02,3.22,
208,2020,4,1102029,1.1.02.029,Massa semipreparada,0.1191,0.59,3.2,
209,2020,9,1102029,1.1.02.029,Massa semipreparada,0.118,1.77,3.59,
210,2020,3,1102029,1.1.02.029,Massa semipreparada,0.1185,0.57,2.6,
211,2020,10,1102029,1.1.02.029,Massa semipreparada,0.1194,-0.19,3.4,
212,2020,8,1102029,1.1.02.029,Massa semipreparada,0.1189,-0.47,1.79,
213,2020,6,1102029,1.1.02.029,Massa semipreparada,0.1207,-0.37,2.84,
214,2020,1,1102029,1.1.02.029,Massa semipreparada,0.1166,1.85,1.85,
215,2020,2,1102029,1.1.02.029,Massa semipreparada,0.1185,0.17,2.02,
216,2020,3,1102061,1.1.02.061,Macarrão instantâneo,0.0268,0.28,-0.26,
217,2020,10,1102061,1.1.02.061,Macarrão instantâneo,0.0278,1.63,5.58,
218,2020,5,1102061,1.1.02.061,Macarrão instantâneo,0.0272,0.56,1.04,
219,2020,6,1102061,1.1.02.061,Macarrão instantâneo,0.0274,1.62,2.69,
220,2020,1,1102061,1.1.02.061,Macarrão instantâneo,0.0271,-1.32,-1.32,
221,2020,4,1102061,1.1.02.061,Macarrão instantâneo,0.0269,0.74,0.48,
222,2020,12,1102061,1.1.02.061,Macarrão instantâneo,0.0278,0.75,6.41,6.41
223,2020,11,1102061,1.1.02.061,Macarrão instantâneo,0.028,0.03,5.61,
224,2020,2,1102061,1.1.02.061,Macarrão instantâneo,0.0267,0.8,-0.54,
225,2020,9,1102061,1.1.02.061,Macarrão instantâneo,0.0279,0.3,3.89,
226,2020,7,1102061,1.1.02.061,Macarrão instantâneo,0.0278,0.35,3.04,
227,2020,8,1102061,1.1.02.061,Macarrão instantâneo,0.0278,0.53,3.59,
228,2020,6,1103,1.1.03.000,Tubérculos. raízes e legumes,0.8314,-4.72,49.87,
229,2020,7,1103,1.1.03.000,Tubérculos. raízes e legumes,0.79,-15.63,26.45,
230,2020,10,1103,1.1.03.000,Tubérculos. raízes e legumes,0.6264,8.18,30.16,
231,2020,12,1103,1.1.03.000,Tubérculos. raízes e legumes,0.7739,-3.01,46.72,46.72
232,2020,2,1103,1.1.03.000,Tubérculos. raízes e legumes,0.568,7.22,15.6,
233,2020,3,1103,1.1.03.000,Tubérculos. raízes e legumes,0.6075,14.14,31.95,
234,2020,5,1103,1.1.03.000,Tubérculos. raízes e legumes,0.7839,5.65,57.29,
235,2020,9,1103,1.1.03.000,Tubérculos. raízes e legumes,0.6328,-0.38,20.32,
236,2020,11,1103,1.1.03.000,Tubérculos. raízes e legumes,0.6719,16.22,51.28,
237,2020,8,1103,1.1.03.000,Tubérculos. raízes e legumes,0.6641,-4.49,20.77,
238,2020,1,1103,1.1.03.000,Tubérculos. raízes e legumes,0.528,7.81,7.81,
239,2020,4,1103,1.1.03.000,Tubérculos. raízes e legumes,0.6928,12.82,48.88,
240,2020,2,1103002,1.1.03.002,Batata-doce,0.0216,6.7,11.68,
241,2020,12,1103002,1.1.03.002,Batata-doce,0.0294,1.05,48.1,48.1
242,2020,6,1103002,1.1.03.002,Batata-doce,0.0266,0.06,28.56,
243,2020,11,1103002,1.1.03.002,Batata-doce,0.0238,24.71,46.57,
244,2020,4,1103002,1.1.03.002,Batata-doce,0.0249,10.98,33.83,
245,2020,8,1103002,1.1.03.002,Batata-doce,0.0257,-4.43,19.57,
246,2020,3,1103002,1.1.03.002,Batata-doce,0.023,7.98,20.59,
247,2020,1,1103002,1.1.03.002,Batata-doce,0.0207,4.67,4.67,
248,2020,7,1103002,1.1.03.002,Batata-doce,0.0265,-2.68,25.12,
249,2020,5,1103002,1.1.03.002,Batata-doce,0.0276,-4.0,28.48,
250,2020,10,1103002,1.1.03.002,Batata-doce,0.0238,0.66,17.53,
251,2020,9,1103002,1.1.03.002,Batata-doce,0.0245,-2.35,16.76,
252,2020,4,1103003,1.1.03.003,Batata-inglesa,0.1682,22.81,42.1,
253,2020,11,1103003,1.1.03.003,Batata-inglesa,0.172,29.65,55.9,
254,2020,3,1103003,1.1.03.003,Batata-inglesa,0.1556,8.16,15.71,
255,2020,2,1103003,1.1.03.003,Batata-inglesa,0.1619,-3.65,6.97,
256,2020,8,1103003,1.1.03.003,Batata-inglesa,0.1822,-12.4,9.67,
257,2020,10,1103003,1.1.03.003,Batata-inglesa,0.1482,17.01,20.25,
258,2020,6,1103003,1.1.03.003,Batata-inglesa,0.2421,0.65,66.47,
259,2020,12,1103003,1.1.03.003,Batata-inglesa,0.221,7.29,67.27,67.27
260,2020,9,1103003,1.1.03.003,Batata-inglesa,0.1592,-6.3,2.77,
261,2020,1,1103003,1.1.03.003,Batata-inglesa,0.1462,11.02,11.02,
262,2020,5,1103003,1.1.03.003,Batata-inglesa,0.2072,16.39,65.39,
263,2020,7,1103003,1.1.03.003,Batata-inglesa,0.2431,-24.79,25.2,
264,2020,2,1103004,1.1.03.004,Inhame,0.0019,-6.12,-4.57,
265,2020,9,1103004,1.1.03.004,Inhame,0.0018,1.17,-2.91,
266,2020,8,1103004,1.1.03.004,Inhame,0.0018,0.21,-4.04,
267,2020,5,1103004,1.1.03.004,Inhame,0.0017,-0.02,-6.59,
268,2020,10,1103004,1.1.03.004,Inhame,0.0018,4.61,1.56,
269,2020,1,1103004,1.1.03.004,Inhame,0.0019,1.65,1.65,
270,2020,3,1103004,1.1.03.004,Inhame,0.0018,-1.61,-6.11,
271,2020,7,1103004,1.1.03.004,Inhame,0.0017,4.24,-4.24,
272,2020,11,1103004,1.1.03.004,Inhame,0.0019,0.77,2.35,
273,2020,6,1103004,1.1.03.004,Inhame,0.0017,-1.65,-8.13,
274,2020,12,1103004,1.1.03.004,Inhame,0.0019,-4.03,-1.77,-1.77
275,2020,4,1103004,1.1.03.004,Inhame,0.0017,-0.49,-6.57,
276,2020,7,1103005,1.1.03.005,Mandioca (aipim),0.0142,-3.55,1.53,
277,2020,6,1103005,1.1.03.005,Mandioca (aipim),0.0147,-3.02,5.27,
278,2020,4,1103005,1.1.03.005,Mandioca (aipim),0.0138,8.43,11.73,
279,2020,12,1103005,1.1.03.005,Mandioca (aipim),0.0165,-3.2,22.22,22.22
280,2020,8,1103005,1.1.03.005,Mandioca (aipim),0.0136,6.22,7.84,
281,2020,11,1103005,1.1.03.005,Mandioca (aipim),0.016,4.02,26.25,
282,2020,2,1103005,1.1.03.005,Mandioca (aipim),0.0132,3.08,0.58,
283,2020,3,1103005,1.1.03.005,Mandioca (aipim),0.0135,2.45,3.04,
284,2020,5,1103005,1.1.03.005,Mandioca (aipim),0.015,-2.85,8.55,
285,2020,10,1103005,1.1.03.005,Mandioca (aipim),0.0149,8.31,21.37,
286,2020,9,1103005,1.1.03.005,Mandioca (aipim),0.0144,3.91,12.06,
287,2020,1,1103005,1.1.03.005,Mandioca (aipim),0.0135,-2.43,-2.43,
288,2020,1,1103020,1.1.03.020,Abobrinha,0.0062,17.39,17.39,
289,2020,5,1103020,1.1.03.020,Abobrinha,0.0096,-18.79,26.48,
290,2020,3,1103020,1.1.03.020,Abobrinha,0.0073,28.85,54.07,
291,2020,11,1103020,1.1.03.020,Abobrinha,0.0091,-18.73,22.31,
292,2020,10,1103020,1.1.03.020,Abobrinha,0.0085,8.38,50.49,
293,2020,2,1103020,1.1.03.020,Abobrinha,0.0072,1.86,19.58,
294,2020,6,1103020,1.1.03.020,Abobrinha,0.0078,15.66,46.28,
295,2020,4,1103020,1.1.03.020,Abobrinha,0.0095,1.09,55.74,
296,2020,8,1103020,1.1.03.020,Abobrinha,0.0091,-0.46,46.87,
297,2020,7,1103020,1.1.03.020,Abobrinha,0.009,0.87,47.55,
298,2020,9,1103020,1.1.03.020,Abobrinha,0.009,-5.46,38.85,
299,2020,12,1103020,1.1.03.020,Abobrinha,0.0073,10.03,34.58,34.58
300,2020,8,1103025,1.1.03.025,Pepino,0.0032,-9.88,12.51,
301,2020,11,1103025,1.1.03.025,Pepino,0.0034,-12.06,19.32,
302,2020,7,1103025,1.1.03.025,Pepino,0.0032,1.85,24.84,
303,2020,1,1103025,1.1.03.025,Pepino,0.0026,10.1,10.1,
304,2020,12,1103025,1.1.03.025,Pepino,0.003,-15.88,0.38,0.38
305,2020,6,1103025,1.1.03.025,Pepino,0.0029,10.81,22.58,
306,2020,3,1103025,1.1.03.025,Pepino,0.0028,-7.02,1.8,
307,2020,2,1103025,1.1.03.025,Pepino,0.0028,-0.56,9.49,
308,2020,9,1103025,1.1.03.025,Pepino,0.0029,4.32,17.37,
309,2020,10,1103025,1.1.03.025,Pepino,0.003,15.6,35.68,
310,2020,4,1103025,1.1.03.025,Pepino,0.0026,-0.34,1.45,
311,2020,5,1103025,1.1.03.025,Pepino,0.0026,9.04,10.62,
312,2020,10,1103026,1.1.03.026,Pimentão,0.0153,13.72,31.78,
313,2020,6,1103026,1.1.03.026,Pimentão,0.0143,9.01,16.42,
314,2020,7,1103026,1.1.03.026,Pimentão,0.0156,1.49,18.15,
315,2020,4,1103026,1.1.03.026,Pimentão,0.0125,16.99,9.62,
316,2020,5,1103026,1.1.03.026,Pimentão,0.0147,-2.58,6.79,
317,2020,3,1103026,1.1.03.026,Pimentão,0.0118,5.61,-6.3,
318,2020,2,1103026,1.1.03.026,Pimentão,0.0124,-3.99,-11.28,
319,2020,11,1103026,1.1.03.026,Pimentão,0.0173,13.64,49.75,
320,2020,1,1103026,1.1.03.026,Pimentão,0.0134,-7.58,-7.58,
321,2020,9,1103026,1.1.03.026,Pimentão,0.0177,-12.91,15.88,
322,2020,12,1103026,1.1.03.026,Pimentão,0.0195,-10.41,34.16,34.16
323,2020,8,1103026,1.1.03.026,Pimentão,0.0158,12.62,33.07,
324,2020,4,1103028,1.1.03.028,Tomate,0.2797,-2.95,51.82,
325,2020,1,1103028,1.1.03.028,Tomate,0.1798,13.72,13.72,
326,2020,11,1103028,1.1.03.028,Tomate,0.2619,18.45,76.51,
